year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,enrollment
"2019","510225000908","ALDIE ELEM","VA","LOUDOUN CO PBLC SCHS","Primary","Regular school","No","120"
"2019","510126000767","ALDRIN ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","642"
"2019","510180000727","ALFRED S. FORREST ELEM","VA","HAMPTON CITY PBLC SCHS","Primary","Regular school","No","466"
"2019","510225002153","ALGONKIAN ELEM","VA","LOUDOUN CO PBLC SCHS","Primary","Regular school","No","467"
"2019","510027000094","ALICE WEST FLEET ELEMENTARY","VA","ARLINGTON CO PBLC SCHS","Primary","Regular school","No","658"
"2019","510015201883","ALLEGHANY HIGH","VA","ALLEGHANY CO PBLC SCHS","High","Regular school","No","616"
"2019","510060000219","ALTAVISTA ELEM","VA","CAMPBELL CO PBLC SCHS","Primary","Regular school","No","495"
"2019","510060000220","ALTAVISTA HIGH","VA","CAMPBELL CO PBLC SCHS","High","Regular school","No","675"
"2019","510007802353","ALTERN ED PRGM/BEHAV DISORD YOUTH/MONTGOMERY","VA","ALT ED PRGM/BEHAV DISORD YOUTH/MONTGOMERY","Ungraded","Other/alternative school","No","0"
"2019","510246002453","ALTERNATIVE EDUCATION CENTER","VA","MECKLENBURG CO PBLC SCHS","Not applicable","Other/alternative school","No","0"
"2019","510171002439","ALTERNATIVE EDUCATION CENTER","VA","GREENE CO PBLC SCHS","Not applicable","Other/alternative school","No","0"
"2019","510132002186","ALTERNATIVE EDUCATION CTR.","VA","FAUQUIER CO PBLC SCHS","Not applicable","Other/alternative school","No","0"
"2019","510018000062","AMELIA COUNTY ELEM","VA","AMELIA CO PBLC SCHS","Primary","Regular school","No","675"
"2019","510018001828","AMELIA COUNTY HIGH","VA","AMELIA CO PBLC SCHS","High","Regular school","No","507"
"2019","510018000063","AMELIA COUNTY MIDDLE","VA","AMELIA CO PBLC SCHS","Middle","Regular school","No","547"
"2019","510324001352","AMELIA STREET SP. ED.","VA","RICHMOND CITY PBLC SCHS","Other","Special education school","No","44"
"2019","510001302026","AMELIA-NOTTOWAY VOC CTR","VA","AMELIA-NOTTOWAY VOC CTR","Ungraded","Vocational school","No","0"
"2019","510021000064","AMELON ELEM","VA","AMHERST CO PBLC SCHS","Primary","Regular school","No","427"
"2019","510021000065","AMHERST COUNTY HIGH","VA","AMHERST CO PBLC SCHS","High","Regular school","No","1179"
"2019","510021000067","AMHERST ELEM","VA","AMHERST CO PBLC SCHS","Primary","Regular school","No","272"
"2019","510021000066","AMHERST MIDDLE","VA","AMHERST CO PBLC SCHS","Middle","Regular school","No","399"
"2019","510366001978","ANDREW G. WRIGHT MIDDLE","VA","STAFFORD CO PBLC SCHS","Middle","Regular school","No","897"
"2019","510346002045","ANDREW LEWIS MIDDLE","VA","SALEM CITY PBLC SCHS","Middle","Regular school","No","916"
"2019","510126000423","ANNANDALE HIGH","VA","FAIRFAX CO PBLC SCHS","High","Regular school","No","2218"
"2019","510126000424","ANNANDALE TERRACE ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","651"
"2019","510366001594","ANNE E. MONCURE ELEM","VA","STAFFORD CO PBLC SCHS","Primary","Regular school","No","880"
"2019","510366002601","ANTHONY BURNS ELEM","VA","STAFFORD CO PBLC SCHS","Primary","Regular school","No","753"
"2019","510313002199","ANTIETAM ELEM","VA","PRINCE WILLIAM CO PBLC SCHS","Primary","Regular school","No","825"
"2019","510147000646","APPLE PIE RIDGE ELEM","VA","FREDERICK CO PBLC SCHS","Primary","Regular school","No","495"
"2019","510024000076","APPOMATTOX COUNTY HIGH","VA","APPOMATTOX CO PBLC SCHS","High","Regular school","No","677"
"2019","510024000077","APPOMATTOX ELEM","VA","APPOMATTOX CO PBLC SCHS","Primary","Regular school","No","503"
"2019","510024000078","APPOMATTOX MIDDLE","VA","APPOMATTOX CO PBLC SCHS","Middle","Regular school","No","515"
"2019","510024000079","APPOMATTOX PRIMARY","VA","APPOMATTOX CO PBLC SCHS","Primary","Regular school","No","584"
"2019","510003201932","APPOMATTOX REGIONAL GOV. SCH.","VA","APPOMATTOX REGIONAL GOV SCH","Ungraded","Regular school","No","0"
"2019","510006002028","ARCADIA HIGH","VA","ACCOMACK CO PBLC SCHS","High","Regular school","No","714"
"2019","510006002434","ARCADIA MIDDLE","VA","ACCOMACK CO PBLC SCHS","Middle","Regular school","No","573"
"2019","510225002762","ARCOLA ELEM","VA","LOUDOUN CO PBLC SCHS","Primary","Regular school","No","992"
"2019","510027002875","ARLINGTON COMMUNITY HIGH","VA","ARLINGTON CO PBLC SCHS","High","Regular school","No","194"
"2019","510027001067","ARLINGTON SCIENCE FOCUS","VA","ARLINGTON CO PBLC SCHS","Primary","Regular school","No","714"
"2019","510027000104","ARLINGTON TRADITIONAL","VA","ARLINGTON CO PBLC SCHS","Primary","Regular school","No","589"
"2019","510147000091","ARMEL ELEM","VA","FREDERICK CO PBLC SCHS","Primary","Regular school","No","655"
"2019","510180000728","ARMSTRONG ELEM","VA","HAMPTON CITY PBLC SCHS","Primary","Regular school","No","294"
"2019","510126002058","ARMSTRONG ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","398"
"2019","510324002082","ARMSTRONG HIGH","VA","RICHMOND CITY PBLC SCHS","High","Regular school","No","788"
"2019","510384001673","ARROWHEAD ELEM","VA","VA BEACH CITY PBLC SCHS","Primary","Regular school","No","536"
"2019","510189000869","ARTHUR ASHE JR. ELEM","VA","HENRICO CO PBLC SCHS","Primary","Regular school","No","462"
"2019","510225000134","ASHBURN ELEM","VA","LOUDOUN CO PBLC SCHS","Primary","Regular school","No","587"
"2019","510351001542","ASHBY LEE ELEM","VA","SHENANDOAH CO PBLC SCHS","Primary","Regular school","No","604"
"2019","510313002302","ASHLAND ELEM","VA","PRINCE WILLIAM CO PBLC SCHS","Primary","Regular school","No","878"
"2019","510027000082","ASHLAWN ELEM","VA","ARLINGTON CO PBLC SCHS","Primary","Regular school","No","736"
"2019","510324003020","ASPIRE ACADEMY","VA","RICHMOND CITY PBLC SCHS","Not applicable","Other/alternative school","No","0"
"2019","510352001556","ATKINS ELEM","VA","SMYTH CO PBLC SCHS","Primary","Regular school","No","191"
"2019","510183000114","ATLEE HIGH","VA","HANOVER CO PBLC SCHS","High","Regular school","No","1547"
"2019","510252001859","AUBURN ELEM","VA","MONTGOMERY CO PBLC SCHS","Primary","Regular school","No","552"
"2019","510252001013","AUBURN HIGH","VA","MONTGOMERY CO PBLC SCHS","High","Regular school","No","395"
"2019","510252001916","AUBURN MIDDLE","VA","MONTGOMERY CO PBLC SCHS","Middle","Regular school","No","308"
"2019","510132002409","AUBURN MIDDLE","VA","FAUQUIER CO PBLC SCHS","Middle","Regular school","No","574"
"2019","510192002839","AXTON ELEM","VA","HENRY CO PBLC SCHS","Primary","Regular school","No","413"
"2019","510267001078","AZALEA MIDDLE","VA","NORFOLK CITY PBLC SCHS","Middle","Regular school","No","873"
"2019","510081000280","B M WILLIAMS PRIMARY","VA","CHESAPEAKE CITY PBLC SCHS","Primary","Regular school","No","934"
"2019","510264001040","B.C. CHARLES ELEM","VA","NEWPORT NEWS CITY PBLC SCHS","Primary","Regular school","No","446"
"2019","510264001041","B.T. WASHINGTON MIDDLE","VA","NEWPORT NEWS CITY PBLC SCHS","Middle","Regular school","No","436"
"2019","510333001442","BACK CREEK ELEM","VA","ROANOKE CO PBLC SCHS","Primary","Regular school","No","301"
"2019","510075000262","BACON DISTRICT ELEM","VA","CHARLOTTE CO PBLC SCHS","Primary","Regular school","No","151"
"2019","510006001988","BADGER VOC ED CTR - NORTH","VA","ACCOMACK CO PBLC SCHS","Not applicable","Vocational school","No","0"
"2019","510006002004","BADGER VOC ED CTR - SOUTH","VA","ACCOMACK CO PBLC SCHS","Not applicable","Vocational school","No","0"
"2019","510084000053","BAILEY BRIDGE MIDDLE","VA","CHESTERFIELD CO PBLC SCHS","Middle","Regular school","No","1576"
"2019","510126000426","BAILEYS ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","846"
"2019","510126003033","BAILEYS UPPER ELEMENTARY SCHOOL FOR THE ARTS A","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","552"
"2019","510189000788","BAKER ELEM","VA","HENRICO CO PBLC SCHS","Primary","Regular school","No","408"
"2019","510009001937","BAKER-BUTLER ELEM","VA","ALBEMARLE CO PBLC SCHS","Primary","Regular school","No","684"
"2019","510236000976","BALDWIN ELEM","VA","MANASSAS CITY PBLC SCHS","Primary","Regular school","No","630"
"2019","510236003034","BALDWIN INTERMEDIATE SCHOOL","VA","MANASSAS CITY PBLC SCHS","Middle","Regular school","No","320"
"2019","510225001143","BALLS BLUFF ELEM","VA","LOUDOUN CO PBLC SCHS","Primary","Regular school","No","572"
"2019","510225000911","BANNEKER ELEM","VA","LOUDOUN CO PBLC SCHS","Primary","Regular school","No","191"
"2019","510324000381","BARACK OBAMA ELEMENTARY","VA","RICHMOND CITY PBLC SCHS","Primary","Regular school","No","323"
"2019","510027000083","BARCROFT ELEM","VA","ARLINGTON CO PBLC SCHS","Primary","Regular school","No","448"
"2019","510027000084","BARRETT ELEM","VA","ARLINGTON CO PBLC SCHS","Primary","Regular school","No","564"
"2019","510180000729","BARRON ELEM","VA","HAMPTON CITY PBLC SCHS","Primary","Regular school","No","366"
"2019","510147000647","BASS-HOOVER ELEM","VA","FREDERICK CO PBLC SCHS","Primary","Regular school","No","613"
"2019","510192000837","BASSETT HIGH","VA","HENRY CO PBLC SCHS","High","Regular school","No","1114"
"2019","510033000139","BATH COUNTY HIGH","VA","BATH CO PBLC SCHS","High","Regular school","No","191"
"2019","510364001584","BATTLEFIELD ELEM","VA","SPOTSYLVANIA CO PBLC SCHS","Primary","Regular school","No","671"
"2019","510313002457","BATTLEFIELD HIGH","VA","PRINCE WILLIAM CO PBLC SCHS","High","Regular school","No","2962"
"2019","510364001585","BATTLEFIELD MIDDLE","VA","SPOTSYLVANIA CO PBLC SCHS","Middle","Regular school","No","857"
"2019","510183000764","BATTLEFIELD PARK ELEM","VA","HANOVER CO PBLC SCHS","Primary","Regular school","No","435"
"2019","510267001081","BAY VIEW ELEM","VA","NORFOLK CITY PBLC SCHS","Primary","Regular school","No","627"
"2019","510384002979","BAYSIDE 6TH GRADE CAMPUS","VA","VA BEACH CITY PBLC SCHS","Middle","Regular school","No","441"
"2019","510384001674","BAYSIDE ELEM","VA","VA BEACH CITY PBLC SCHS","Primary","Regular school","No","561"
"2019","510384001675","BAYSIDE HIGH","VA","VA BEACH CITY PBLC SCHS","High","Regular school","No","1941"
"2019","510384001676","BAYSIDE MIDDLE","VA","VA BEACH CITY PBLC SCHS","Middle","Regular school","No","789"
"2019","510183000765","BEAVERDAM ELEM","VA","HANOVER CO PBLC SCHS","Primary","Regular school","No","308"
"2019","510036002961","BEDFORD COUNTY ALTERNATIVE EDUCATION CENTER","VA","BEDFORD CO PBLC SCHS","Not applicable","Other/alternative school","No","0"
"2019","510036002141","BEDFORD ELEM","VA","BEDFORD CO PBLC SCHS","Primary","Regular school","No","453"
"2019","510234000952","BEDFORD HILLS ELEM","VA","LYNCHBURG CITY PBLC SCHS","Primary","Regular school","No","444"
"2019","510036000144","BEDFORD PRIMARY","VA","BEDFORD CO PBLC SCHS","Primary","Regular school","No","288"
"2019","510036000142","BEDFORD SCIENCE AND TECHNOLOGY CENTER","VA","BEDFORD CO PBLC SCHS","Not applicable","Vocational school","No","0"
"2019","510126000428","BEECH TREE ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","385"
"2019","510313001285","BEL AIR ELEM","VA","PRINCE WILLIAM CO PBLC SCHS","Primary","Regular school","No","412"
"2019","510342001512","BELFAST ELEM","VA","RUSSELL CO PBLC SCHS","Primary","Regular school","No","127"
"2019","510174000703","BELFIELD ELEM","VA","GREENSVILLE CO PBLC SCHS","Middle","Regular school","No","163"
"2019","510318001342","BELLE HETH ELEM","VA","RADFORD CITY PBLC SCHS","Primary","Regular school","No","464"
"2019","510126000429","BELLE VIEW ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","473"
"2019","510324001860","BELLEVUE ELEM","VA","RICHMOND CITY PBLC SCHS","Primary","Regular school","No","246"
"2019","510084000315","BELLWOOD ELEM","VA","CHESTERFIELD CO PBLC SCHS","Primary","Regular school","No","584"
"2019","510313001286","BELMONT ELEM","VA","PRINCE WILLIAM CO PBLC SCHS","Primary","Regular school","No","566"
"2019","510225002414","BELMONT RIDGE MIDDLE","VA","LOUDOUN CO PBLC SCHS","Middle","Regular school","No","1195"
"2019","510225002449","BELMONT STATION ELEM","VA","LOUDOUN CO PBLC SCHS","Primary","Regular school","No","780"
"2019","510126000061","BELVEDERE ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","636"
"2019","510252001014","BELVIEW ELEM","VA","MONTGOMERY CO PBLC SCHS","Primary","Regular school","No","277"
"2019","510144002148","BEN. FRANKLIN MIDDLE-EAST","VA","FRANKLIN CO PBLC SCHS","Middle","Regular school","No","566"
"2019","510144002187","BEN. FRANKLIN MIDDLE-WEST","VA","FRANKLIN CO PBLC SCHS","Middle","Regular school","No","731"
"2019","510180000730","BENJAMIN SYMS MIDDLE","VA","HAMPTON CITY PBLC SCHS","Middle","Regular school","No","974"
"2019","510313001402","BENNETT ELEM","VA","PRINCE WILLIAM CO PBLC SCHS","Primary","Regular school","No","736"
"2019","510084000316","BENSLEY ELEM","VA","CHESTERFIELD CO PBLC SCHS","Primary","Regular school","No","662"
"2019","510364001586","BERKELEY ELEM","VA","SPOTSYLVANIA CO PBLC SCHS","Primary","Regular school","No","267"
"2019","510393001754","BERKELEY GLENN ELEM","VA","WAYNESBORO CITY PBLC SCHS","Primary","Regular school","No","257"
"2019","510402001770","BERKELEY MIDDLE","VA","WILLIAMSBURG-JAMES CITY PBLC SCHS","Middle","Regular school","No","635"
"2019","510267001092","BERKLEY/CAMPOSTELLA EARLY CHILDHOOD CENTER","VA","NORFOLK CITY PBLC SCHS","Prekindergarten","Regular school","No","184"
"2019","510369001604","BESSIE WELLER ELEM","VA","STAUNTON CITY PBLC SCHS","Primary","Regular school","No","377"
"2019","510162001616","BETHEL ELEM","VA","GLOUCESTER CO PBLC SCHS","Primary","Regular school","No","477"
"2019","510180000731","BETHEL HIGH","VA","HAMPTON CITY PBLC SCHS","High","Regular school","No","1738"
"2019","510415001811","BETHEL MANOR ELEM","VA","YORK CO PBLC SCHS","Primary","Regular school","No","652"
"2019","510084000762","BETTIE WEAVER ELEM","VA","CHESTERFIELD CO PBLC SCHS","Primary","Regular school","No","673"
"2019","510084000317","BEULAH ELEM","VA","CHESTERFIELD CO PBLC SCHS","Primary","Regular school","No","913"
"2019","510030002140","BEVERLEY MANOR MIDDLE","VA","AUGUSTA CO PBLC SCHS","Middle","Regular school","No","706"
"2019","510036000145","BIG ISLAND ELEM","VA","BEDFORD CO PBLC SCHS","Primary","Regular school","No","149"
"2019","510324001356","BINFORD MIDDLE","VA","RICHMOND CITY PBLC SCHS","Middle","Regular school","No","454"
"2019","510384002085","BIRDNECK ELEM","VA","VA BEACH CITY PBLC SCHS","Primary","Regular school","No","617"
"2019","510252001016","BLACKSBURG HIGH","VA","MONTGOMERY CO PBLC SCHS","High","Regular school","No","1284"
"2019","510252001017","BLACKSBURG MIDDLE","VA","MONTGOMERY CO PBLC SCHS","Middle","Regular school","No","959"
"2019","510279001166","BLACKSTONE PRIMARY","VA","NOTTOWAY CO PBLC SCHS","Primary","Regular school","No","424"
"2019","510324001357","BLACKWELL ELEM","VA","RICHMOND CITY PBLC SCHS","Primary","Regular school","No","369"
"2019","510267001082","BLAIR MIDDLE","VA","NORFOLK CITY PBLC SCHS","Middle","Regular school","No","1247"
"2019","510039003002","BLAND COUNTY ELEM","VA","BLAND CO PBLC SCHS","Primary","Regular school","No","353"
"2019","510039003009","BLAND COUNTY HIGH","VA","BLAND CO PBLC SCHS","High","Regular school","No","340"
"2019","510069002985","BLUE RIDGE CROSSROADS GOV ACAD FOR TECHNICAL ED","VA","CARROLL CO PBLC SCHS","Not applicable","Vocational school","No","0"
"2019","510288001185","BLUE RIDGE ELEM","VA","PATRICK CO PBLC SCHS","Primary","Regular school","No","251"
"2019","510006202562","BLUE RIDGE GOV. SCH.","VA","BLUE RIDGE GOV SCHOOL","Ungraded","Regular school","No","0"
"2019","510004202378","BLUE RIDGE JUVENILE DETENTION HOME","VA","DOE SOP EDUC PROGRAMS","Ungraded","Other/alternative school","No","0"
"2019","510225000912","BLUE RIDGE MIDDLE","VA","LOUDOUN CO PBLC SCHS","Middle","Regular school","No","875"
"2019","510246000996","BLUESTONE  HIGH","VA","MECKLENBURG CO PBLC SCHS","High","Regular school","No","511"
"2019","510186003043","BLUESTONE ELEMENTARY","VA","HARRISONBURG CITY PBLC SCHS","Primary","Regular school","No","564"
"2019","510246000995","BLUESTONE MIDDLE","VA","MECKLENBURG CO PBLC SCHS","Middle","Regular school","No","376"
"2019","510084000318","BON AIR ELEM","VA","CHESTERFIELD CO PBLC SCHS","Primary","Regular school","No","624"
"2019","510126002116","BONNIE BRAE ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","844"
"2019","510333001919","BONSACK ELEM","VA","ROANOKE CO PBLC SCHS","Primary","Regular school","No","357"
"2019","510180000732","BOOKER ELEM","VA","HAMPTON CITY PBLC SCHS","Primary","Regular school","No","342"
"2019","510371001613","BOOKER T. WASHINGTON ELEM","VA","SUFFOLK CITY PBLC SCHS","Primary","Regular school","No","343"
"2019","510267001079","BOOKER T. WASHINGTON HIGH","VA","NORFOLK CITY PBLC SCHS","High","Regular school","No","938"
"2019","510144000632","BOONES MILL ELEM","VA","FRANKLIN CO PBLC SCHS","Primary","Regular school","No","285"
"2019","510036000147","BOONSBORO ELEM","VA","BEDFORD CO PBLC SCHS","Primary","Regular school","No","351"
"2019","510162000679","BOTETOURT ELEM","VA","GLOUCESTER CO PBLC SCHS","Primary","Regular school","No","633"
"2019","510042000165","BOTETOURT TECH EDUC CTR","VA","BOTETOURT CO PBLC SCHS","Not applicable","Vocational school","No",""
"2019","510066000237","BOWLING GREEN ELEM","VA","CAROLINE CO PBLC SCHS","Primary","Regular school","No","740"
"2019","510087000352","BOYCE ELEM","VA","CLARKE CO PBLC SCHS","Primary","Regular school","No","311"
"2019","510126000431","BRADDOCK ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","896"
"2019","510225003036","BRAMBLETON MIDDLE SCHOOL","VA","LOUDOUN CO PBLC SCHS","Middle","Regular school","No","1490"
"2019","510384001677","BRANDON MIDDLE","VA","VA BEACH CITY PBLC SCHS","Middle","Regular school","No","1177"
"2019","510009902369","BREAKING BARRIERS ALTERNATIVE ED/HENRY CO","VA","BREAKING BARRIERS ALTERNATIVE ED/HENRY CO","Not applicable","Other/alternative school","No",""
"2019","510042000166","BRECKINRIDGE ELEM","VA","BOTETOURT CO PBLC SCHS","Primary","Regular school","No","212"
"2019","510330001413","BRECKINRIDGE MIDDLE","VA","ROANOKE CITY PBLC SCHS","Middle","Regular school","No","710"
"2019","510126000073","BREN MAR PARK ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","497"
"2019","510313001288","BRENTSVILLE DISTRICT HIGH","VA","PRINCE WILLIAM CO PBLC SCHS","High","Regular school","No","998"
"2019","510225002451","BRIAR WOODS HIGH","VA","LOUDOUN CO PBLC SCHS","High","Regular school","No","1850"
"2019","510025502950","BRIDGING COMMUNITIES REG CTE CENTER","VA","BRIDGING COMMUNITIES REG CTE CENTER","Ungraded","Vocational school","No","0"
"2019","510025503014","BRIDGING COMMUNITIES STEM ACADEMY","VA","BRIDGING COMMUNITIES REG CTE CENTER","Ungraded","Vocational school","No","0"
"2019","510300002472","BRIGHTON ELEM","VA","PORTSMOUTH CITY PBLC SCHS","Primary","Regular school","No","444"
"2019","510313001867","BRISTOW RUN ELEM","VA","PRINCE WILLIAM CO PBLC SCHS","Primary","Regular school","No","663"
"2019","510324001861","BROAD ROCK ELEM","VA","RICHMOND CITY PBLC SCHS","Primary","Regular school","No","909"
"2019","510225000913","BROAD RUN HIGH","VA","LOUDOUN CO PBLC SCHS","High","Regular school","No","1563"
"2019","510009000017","BROADUS WOOD ELEM","VA","ALBEMARLE CO PBLC SCHS","Primary","Regular school","No","287"
"2019","510339001492","BROADWAY HIGH","VA","ROCKINGHAM CO PBLC SCHS","High","Regular school","No","989"
"2019","510364000263","BROCK ROAD ELEM","VA","SPOTSYLVANIA CO PBLC SCHS","Primary","Regular school","No","679"
"2019","510366000591","BROOKE POINT HIGH","VA","STAFFORD CO PBLC SCHS","High","Regular school","No","1951"
"2019","510126000433","BROOKFIELD ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","829"
"2019","510189000790","BROOKLAND MIDDLE","VA","HENRICO CO PBLC SCHS","Middle","Regular school","No","1228"
"2019","510060002834","BROOKNEAL ELEM","VA","CAMPBELL CO PBLC SCHS","Primary","Regular school","No","362"
"2019","510060000223","BROOKVILLE HIGH","VA","CAMPBELL CO PBLC SCHS","High","Regular school","No","952"
"2019","510060000224","BROOKVILLE MIDDLE","VA","CAMPBELL CO PBLC SCHS","Middle","Regular school","No","745"
"2019","510384001678","BROOKWOOD ELEM","VA","VA BEACH CITY PBLC SCHS","Primary","Regular school","No","592"
"2019","510294002454","BROSVILLE ELEM","VA","PITTSYLVANIA CO PBLC SCHS","Primary","Regular school","No","239"
"2019","510009000018","BROWNSVILLE ELEM","VA","ALBEMARLE CO PBLC SCHS","Primary","Regular school","No","861"
"2019","510048000183","BRUNSWICK HIGH","VA","BRUNSWICK CO PBLC SCHS","High","Regular school","No","498"
"2019","510415001812","BRUTON HIGH","VA","YORK CO PBLC SCHS","High","Regular school","No","578"
"2019","510126000497","BRYANT HIGH","VA","FAIRFAX CO PBLC SCHS","High","Other/alternative school","No","264"
"2019","510051000191","BUCHANAN COUNTY TECHNOLOGY CAREER & HIGHER LEARNING CENTER","VA","BUCHANAN CO PBLC SCHS","Not applicable","Vocational school","No","0"
"2019","510042000167","BUCHANAN ELEM","VA","BOTETOURT CO PBLC SCHS","Primary","Regular school","No","290"
"2019","510054002870","BUCKINGHAM CO ELEM","VA","BUCKINGHAM CO PBLC SCHS","Primary","Regular school","No","483"
"2019","510054002867","BUCKINGHAM CO PRE SCH CTR","VA","BUCKINGHAM CO PBLC SCHS","Prekindergarten","Regular school","No","111"
