year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,school_status,lowest_grade_offered,highest_grade_offered,enrollment,title_i_status,title_i_eligible,title_i_schoolwide,magnet,shared_time,virtual,lunch_program,teachers_fte,school_id,seasch,city_location,zip_location,latitude,longitude,urban_centric_locale,congress_district_id,state_leg_district_lower,state_leg_district_upper,free_lunch,reduced_price_lunch,free_or_reduced_price_lunch,direct_certification
"2018","240051000965","Adelphi Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","Open","Pre-K","6","771","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","51","00965","16-161714","Adelphi","20783","39.000256","-76.974023","Suburb, large","2404","2447B","24047","572","72","644",""
"2018","240012000910","Afternoon Group Learning Centers","MD","Baltimore County Public Schools","Ungraded","Other/alternative school","No","Open","Ungraded","Ungraded","0","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","0","00910","03-030050","Towson","21204","39.39939","-76.606131","City, small","2403","2442A","24042","","","",""
"2018","240048000773","Albert Einstein High","MD","Montgomery County Public Schools","High","Regular school","No","Open","9","12","1746","School is eligible for Title I Targeted Assistance (TAS) but provides no program","Yes","No","No","No","No","Yes participating without using any Provision or the CEP","120","00773","15-150789","Kensington","20895","39.039079","-77.067288","Suburb, large","2408","24018","24018","486","147","633",""
"2018","240009000145","Alexander Hamilton Elementary","MD","Baltimore City Public Schools","Primary","Regular school","No","Open","Pre-K","5","178","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","15","00145","30-300145","Baltimore","21216","39.297597","-76.665837","City, large","2407","24040","24040","178","0","178","150"
"2018","240003000001","Allegany High","MD","Allegany County Public Schools","High","Regular school","No","Open","9","12","721","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","41","00001","01-010606","Cumberland","21502","39.655478","-78.794695","City, small","2406","2401C","24001","224","40","264",""
"2018","240051000966","Allenwood Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","Open","Pre-K","6","413","School is eligible for Title I Schoolwide program (SWP) but provides no program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","26","00966","16-160632","Temple Hills","20748","38.803013","-76.930151","Suburb, large","2404","24026","24026","257","51","308",""
"2018","240048001451","Alternative Programs","MD","Montgomery County Public Schools","High","Other/alternative school","No","Open","7","12","116","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","","01451","15-150239","Rockville","20853","39.095067","-77.12243","City, small","2408","24017","24017","65","3","68",""
"2018","240051001683","Andrew Jackson Academy","MD","Prince Georges County Public Schools","Primary","Regular school","No","Open","Pre-K","8","513","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","46","01683","16-160645","Forestville","20747","38.840964","-76.908318","Suburb, large","2404","24025","24025","513","0","513","456"
"2018","240006000035","Annapolis Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","Open","Pre-K","5","236","School is eligible for Title I Schoolwide program (SWP) and provides Targeted Assistance program (TAS)","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","21","00035","02-024092","Annapolis","21401","38.976716","-76.487931","Suburb, large","2403","2430A","24030","137","12","149",""
"2018","240006000037","Annapolis High","MD","Anne Arundel County Public Schools","High","Regular school","No","Open","9","12","1981","School is eligible for Title I Targeted Assistance (TAS) but provides no program","Yes","No","No","No","No","Yes participating without using any Provision or the CEP","137","00037","02-024013","Annapolis","21401","38.97449","-76.565609","Suburb, large","2404","2430A","24030","742","112","854",""
"2018","240006000036","Annapolis Middle","MD","Anne Arundel County Public Schools","Middle","Regular school","No","Open","6","8","1014","School is eligible for Title I Schoolwide program (SWP) but provides no program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","76","00036","02-024033","Annapolis","21403","38.958048","-76.511464","Suburb, large","2403","2430A","24030","540","69","609",""
"2018","240051000865","Annapolis Road Academy","MD","Prince Georges County Public Schools","Secondary","Other/alternative school","No","Open","9","10","72","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","13","00865","16-160216","Bowie","20721","38.92021","-76.759351","Suburb, large","2404","2423B","24023","51","4","55",""
"2018","240006000899","Anne Arundel Evening High","MD","Anne Arundel County Public Schools","High","Other/alternative school","No","Open","9","12","278","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","","00899","02-022233","Severna Park","21146","39.076619","-76.558282","Suburb, large","2404","24033","24033","0","3","3",""
"2018","240051000969","Apple Grove Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","Open","Pre-K","6","456","School is eligible for Title I Schoolwide program (SWP) but provides no program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","30","00969","16-161229","Fort Washington","20744","38.789259","-76.962801","Suburb, large","2404","24026","24026","252","50","302",""
"2018","240042002949","Applications and Research Laboratory","MD","Howard County Public Schools","Ungraded","Other/alternative school","No","Open","Ungraded","Ungraded","0","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","Yes","No","Yes participating without using any Provision or the CEP","30","02949","13-130303","Ellicott City","21042","39.23523","-76.892473","City, small","2407","2409A","24009","","","",""
"2018","240012000341","Arbutus Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","Open","Pre-K","5","405","School is eligible for Title I Schoolwide program (SWP) but provides no program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","25","00341","03-031302","Baltimore","21227","39.247776","-76.696832","Suburb, large","2403","24012","24012","199","30","229",""
"2018","240012000342","Arbutus Middle","MD","Baltimore County Public Schools","Middle","Regular school","No","Open","6","8","964","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","60","00342","03-031356","Baltimore","21227","39.24848","-76.705459","Suburb, large","2403","24012","24012","404","74","478",""
"2018","240048001643","Arcola Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","Open","Pre-K","5","732","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","57","01643","15-150790","Silver Spring","20902","39.045559","-77.039458","Suburb, large","2408","24018","24018","449","97","546",""
"2018","240051000970","Ardmore Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","Open","Pre-K","5","403","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","26","00970","16-162008","Springdale","20774","38.934054","-76.846615","Suburb, large","2404","24024","24024","195","53","248",""
"2018","240048000409","Argyle Middle","MD","Montgomery County Public Schools","Middle","Regular school","No","Open","6","8","1008","School is eligible for Title I Schoolwide program (SWP) but provides no program","Yes","Yes","Yes","No","No","Yes participating without using any Provision or the CEP","67","00409","15-150823","Silver Spring","20906","39.089397","-77.048833","Suburb, large","2408","24019","24019","456","136","592",""
"2018","240009000146","Arlington Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","Open","Pre-K","8","547","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","32","00146","30-300234","Baltimore","21207","39.33215","-76.684591","City, large","2407","24041","24041","547","0","547","365"
"2018","240009000147","Armistead Gardens Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","Open","Pre-K","8","790","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","46","00147","30-300243","Baltimore","21205","39.304822","-76.552678","City, large","2403","24045","24045","790","0","790","416"
"2018","240006000038","Arnold Elementary","MD","Anne Arundel County Public Schools","Primary","Regular school","No","Open","Kindergarten","5","435","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","26","00038","02-022052","Arnold","21012","39.0588","-76.513311","Suburb, large","2404","24033","24033","25","2","27",""
"2018","240051000971","Arrowhead Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","Open","Pre-K","5","404","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","35","00971","16-160640","Upper Marlboro","20772","38.857175","-76.84282","Rural, fringe","2404","24025","24025","257","54","311",""
"2018","240027000582","Arthur Middleton Elementary School","MD","Charles County Public Schools","Primary","Regular school","No","Open","Pre-K","5","480","School is eligible for Title I Schoolwide program (SWP) but provides no program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","30","00582","08-080612","Waldorf","20602","38.602594","-76.921927","Suburb, midsize","2405","24028","24028","200","38","238",""
"2018","240009000148","Arundel Elementary","MD","Baltimore City Public Schools","Primary","Regular school","No","Open","Pre-K","2","483","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","31","00148","30-300164","Baltimore","21225","39.251793","-76.627751","City, large","2402","24046","24046","483","0","483","342"
"2018","240006000040","Arundel High","MD","Anne Arundel County Public Schools","High","Regular school","No","Open","9","12","2122","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","114","00040","02-023013","Gambrills","21054","39.071243","-76.681988","Suburb, large","2404","24021","24021","280","74","354",""
"2018","240006000039","Arundel Middle","MD","Anne Arundel County Public Schools","Middle","Regular school","No","Open","6","8","1043","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","68","00039","02-023023","Odenton","21113","39.071669","-76.686142","Suburb, large","2404","24021","24021","143","32","175",""
"2018","240048000776","Ashburton Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","Open","Pre-K","5","891","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","49","00776","15-150425","Bethesda","20817","39.019481","-77.127594","Suburb, large","2408","24016","24016","73","31","104",""
"2018","240042000718","Atholton Elementary","MD","Howard County Public Schools","Primary","Regular school","No","Open","Pre-K","5","471","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","34","00718","13-130603","Columbia","21046","39.185869","-76.863178","City, small","2403","24013","24013","50","8","58",""
"2018","240042000719","Atholton High","MD","Howard County Public Schools","High","Regular school","No","Open","9","12","1504","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","94","00719","13-130509","Columbia","21044","39.188151","-76.88064","City, small","2407","24012","24012","101","20","121",""
"2018","240009001387","Augusta Fells Savage Institute of Visual Arts","MD","Baltimore City Public Schools","High","Regular school","No","Open","9","12","419","School is eligible for Title I Schoolwide program (SWP) but provides no program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","25","01387","30-300430","Baltimore","21217","39.297281","-76.640882","City, large","2407","2444A","24044","419","0","419","324"
"2018","240051000972","Avalon Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","Open","Pre-K","6","347","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","27","00972","16-161221","Fort Washington","20744","38.79119","-76.942191","Suburb, large","2404","24026","24026","182","36","218",""
"2018","240051000973","Baden Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","Open","Pre-K","6","244","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","17","00973","16-160802","Brandywine","20613","38.660774","-76.770227","Rural, fringe","2405","2427A","24027","106","31","137",""
"2018","240024000556","Bainbridge Elementary","MD","Cecil County Public Schools","Primary","Regular school","No","Open","Pre-K","5","287","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","23","00556","07-070704","Port Deposit","21904","39.606161","-76.074838","Suburb, midsize","2401","2435A","24035","135","10","145",""
"2018","240039000680","Bakerfield Elementary","MD","Harford County Public Schools","Primary","Regular school","No","Open","Pre-K","5","427","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","31","00680","12-120212","Aberdeen","21001","39.513444","-76.170728","Suburb, midsize","2402","2434A","24034","232","55","287",""
"2018","240033090471","Ballenger Creek Elementary","MD","Frederick County Public Schools","Primary","Regular school","No","Open","Pre-K","5","650","School is eligible for Title I Targeted Assistance (TAS) but provides no program","Yes","No","No","No","No","Yes participating without using any Provision or the CEP","42","90471","10-100223","Frederick","21703","39.378163","-77.430871","Suburb, midsize","2406","2403B","24003","196","46","242",""
"2018","240033090446","Ballenger Creek Middle","MD","Frederick County Public Schools","Middle","Regular school","No","Open","6","8","840","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","49","90446","10-102305","Frederick","21703","39.385799","-77.441073","Suburb, midsize","2406","2403B","24003","169","42","211",""
"2018","240009000150","Baltimore City College","MD","Baltimore City Public Schools","High","Regular school","No","Open","9","12","1363","School is eligible for Title I Targeted Assistance (TAS) but provides no program","Yes","No","No","No","No","Yes under the Community Eligibility Provision (CEP)","66","00150","30-300480","Baltimore","21218","39.325783","-76.59706","City, large","2407","24043","24043","1363","0","1363","452"
"2018","240012001341","Baltimore County Home & Hospital","MD","Baltimore County Public Schools","Ungraded","Other/alternative school","No","Open","Ungraded","Ungraded","0","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","Yes","No","Yes participating without using any Provision or the CEP","0","01341","03-030903","Towson","21204","39.39939","-76.606131","City, small","2403","2442A","24042","","","",""
"2018","240009001703","Baltimore Design School","MD","Baltimore City Public Schools","High","Regular school","No","Open","6","12","516","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","30","01703","30-300382","Baltimore","21202","39.30722","-76.610928","City, large","2407","24045","24045","516","0","516","302"
"2018","240012000344","Baltimore Highlands Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","Open","Pre-K","5","553","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","36","00344","03-031307","Baltimore","21227","39.237109","-76.642378","Suburb, large","2402","24012","24012","410","44","454",""
"2018","240009000151","Baltimore Polytechnic Institute","MD","Baltimore City Public Schools","High","Regular school","No","Open","9","12","1593","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes under the Community Eligibility Provision (CEP)","79","00151","30-300403","Baltimore","21209","39.346008","-76.643051","City, large","2403","24041","24041","1593","0","1593","435"
"2018","240009001391","Baltimore School for the Arts","MD","Baltimore City Public Schools","High","Regular school","No","Open","9","12","440","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes under the Community Eligibility Provision (CEP)","25","01391","30-300415","Baltimore","21201","39.29831","-76.61728","City, large","2407","24040","24040","440","0","440","68"
"2018","240048000779","Bannockburn Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","Open","Pre-K","5","440","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","24","00779","15-150420","Bethesda","20817","38.974408","-77.137838","City, small","2408","24016","24016","1","2","3",""
"2018","240051001697","Barack Obama Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","Open","Pre-K","5","766","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","43","01697","16-161518","Upper Marlboro","20772","38.83409","-76.786406","Suburb, large","2404","24025","24025","259","60","319",""
"2018","240066001674","Barbara Ingram School for the Arts","MD","Washingtion County Public Schools","High","Regular school","No","Open","9","12","297","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","Yes","No","No","Yes participating without using any Provision or the CEP","19","01674","21-210040","Hagerstown","21740","39.641801","-77.72093","City, small","2406","2402B","24002","36","19","55",""
"2018","240009000152","Barclay Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","Open","Pre-K","8","479","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","28","00152","30-300054","Baltimore","21218","39.323729","-76.611441","City, large","2407","24043","24043","479","0","479","329"
"2018","240009001735","Bard High School Early College","MD","Baltimore City Public Schools","High","Regular school","No","Open","9","12","482","School is eligible for Title I Schoolwide program (SWP) but provides no program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","27","01735","30-300362","Baltimore","21216","39.317956","-76.664359","City, large","2407","24040","24040","482","0","482","199"
"2018","240051000974","Barnaby Manor Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","Open","Pre-K","5","474","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","37","00974","16-161219","Oxon Hill","20745","38.816424","-76.965164","Suburb, large","2404","24026","24026","322","48","370",""
"2018","240015001655","Barstow Elementary","MD","Calvert County Public Schools","Primary","Regular school","No","Open","Pre-K","5","613","School is eligible for Title I Targeted Assistance (TAS) but provides no program","Yes","No","No","No","No","Yes participating without using any Provision or the CEP","36","01655","04-040208","Prince Frederick","20678","38.540948","-76.610016","Rural, fringe","2405","2427C","24027","159","21","180",""
"2018","240012000345","Battle Grove Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","Open","Pre-K","5","355","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","23","00345","03-031517","Baltimore","21222","39.268734","-76.475213","Suburb, large","2402","24006","24006","220","36","256",""
"2018","240012000346","Battle Monument School","MD","Baltimore County Public Schools","Other","Special education school","No","Open","Pre-K","12","73","School is eligible for Title I Schoolwide program (SWP) but provides no program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","29","00346","03-031215","Baltimore","21222","39.273683","-76.484556","Suburb, large","2402","24006","24006","36","8","44",""
"2018","240024000557","Bay View Elementary","MD","Cecil County Public Schools","Primary","Regular school","No","Open","Pre-K","5","513","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","36","00557","07-070510","North East","21901","39.638559","-75.956721","Rural, fringe","2401","2435B","24035","201","33","234",""
"2018","240009000154","Bay-Brook Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","Open","Pre-K","8","394","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","28","00154","30-300124","Baltimore","21225","39.25226","-76.621041","City, large","2402","24046","24046","394","0","394","274"
"2018","240048001747","Bayard Rustin Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","New","Pre-K","5","600","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","36","01747","15-150346","Rockville","20852","39.07107","-77.143841","City, small","2408","24017","24017","109","42","151",""
"2018","240054000202","Bayside Elementary School","MD","Queen Annes County Public Schools","Primary","Regular school","No","Open","3","5","438","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","25","00202","17-170403","Stevensville","21666","38.982093","-76.307331","Suburb, large","2401","24036","24036","73","13","86",""
"2018","240012001711","BCDC Educational Center","MD","Baltimore County Public Schools","High","Other/alternative school","No","Open","9","12","30","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","","01711","03-030077","Towson","21204","39.39944","-76.606073","City, small","2403","2442A","24042","12","0","12",""
"2018","240015000505","Beach Elementary","MD","Calvert County Public Schools","Primary","Regular school","No","Open","Pre-K","5","530","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","31","00505","04-040302","Chesapeake Beach","20732","38.683592","-76.537413","Town, fringe","2405","2427C","24027","44","16","60",""
"2018","240051000975","Beacon Heights Elementary","MD","Prince Georges County Public Schools","Primary","Regular school","No","Open","Pre-K","6","480","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","33","00975","16-161907","Riverdale","20737","38.957963","-76.898023","Suburb, large","2405","24022","24022","363","81","444",""
"2018","240048000947","Beall Elementary","MD","Montgomery County Public Schools","Primary","Regular school","No","Open","Pre-K","5","572","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","33","00947","15-150207","Rockville","20850","39.087839","-77.161648","City, small","2408","24017","24017","145","22","167",""
"2018","240003000003","Beall Elementary","MD","Allegany County Public Schools","Primary","Regular school","No","Open","Pre-K","5","452","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","29","00003","01-012801","Frostburg","21532","39.654334","-78.931809","Suburb, small","2406","2401B","24001","204","48","252",""
"2018","240012000347","Bear Creek Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","Open","Pre-K","5","498","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","32","00347","03-031206","Baltimore","21222","39.268353","-76.482372","Suburb, large","2402","24006","24006","286","52","338",""
"2018","240069001298","Beaver Run School","MD","Wicomico County Public Schools","Primary","Regular school","No","Open","Pre-K","2","598","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","41","01298","22-220514","Salisbury","21804","38.376985","-75.520066","Rural, fringe","2401","2438B","24038","598","0","598","396"
"2018","240012000348","Bedford Elementary","MD","Baltimore County Public Schools","Primary","Regular school","No","Open","1","5","312","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","22","00348","03-030303","Baltimore","21208","39.360447","-76.730502","Suburb, large","2407","2444B","24044","186","47","233",""
"2018","240009000155","Beechfield Elementary/Middle","MD","Baltimore City Public Schools","Primary","Regular school","No","Open","Pre-K","8","593","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","32","00155","30-300246","Baltimore","21229","39.280752","-76.693394","City, large","2407","2444A","24044","593","0","593","425"
"2018","240039000681","Bel Air Elementary","MD","Harford County Public Schools","Primary","Regular school","No","Open","Pre-K","5","507","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","29","00681","12-120314","Bel Air","21014","39.538921","-76.350321","Suburb, midsize","2401","2434B","24034","103","13","116",""
"2018","240003000005","Bel Air Elementary","MD","Allegany County Public Schools","Primary","Regular school","No","Open","Pre-K","5","227","School is eligible for Title I Schoolwide program (SWP) and provides Targeted Assistance program (TAS)","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","16","00005","01-010702","Cumberland","21502","39.578833","-78.853704","Rural, fringe","2406","2401A","24001","93","14","107",""
"2018","240039000683","Bel Air High","MD","Harford County Public Schools","High","Regular school","No","Open","9","12","1544","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","95","00683","12-120373","Bel Air","21014","39.529993","-76.346462","Suburb, midsize","2401","2434B","24034","165","41","206",""
