year,ncessch,school_name,state_location,sex,enrollment
"2018","510126001106","ALC AT MOUNTAIN VIEW","VA","Unknown","0"
"2018","510126001106","ALC AT MOUNTAIN VIEW","VA","Female","0"
"2018","510126001106","ALC AT MOUNTAIN VIEW","VA","Male","0"
"2018","510225000908","ALDIE ELEM","VA","Total","128"
"2018","510225000908","ALDIE ELEM","VA","Unknown","0"
"2018","510225000908","ALDIE ELEM","VA","Female","72"
"2018","510225000908","ALDIE ELEM","VA","Male","56"
"2018","510126000767","ALDRIN ELEM","VA","Total","663"
"2018","510126000767","ALDRIN ELEM","VA","Unknown","0"
"2018","510126000767","ALDRIN ELEM","VA","Female","325"
"2018","510126000767","ALDRIN ELEM","VA","Male","338"
"2018","510180000727","ALFRED S. FORREST ELEM","VA","Total","463"
"2018","510180000727","ALFRED S. FORREST ELEM","VA","Unknown","0"
"2018","510180000727","ALFRED S. FORREST ELEM","VA","Female","242"
"2018","510180000727","ALFRED S. FORREST ELEM","VA","Male","221"
"2018","510225002153","ALGONKIAN ELEM","VA","Total","462"
"2018","510225002153","ALGONKIAN ELEM","VA","Unknown","0"
"2018","510225002153","ALGONKIAN ELEM","VA","Female","217"
"2018","510225002153","ALGONKIAN ELEM","VA","Male","245"
"2018","510015201883","ALLEGHANY HIGH","VA","Total","662"
"2018","510015201883","ALLEGHANY HIGH","VA","Unknown","0"
"2018","510015201883","ALLEGHANY HIGH","VA","Female","322"
"2018","510015201883","ALLEGHANY HIGH","VA","Male","340"
"2018","510060000219","ALTAVISTA ELEM","VA","Total","505"
"2018","510060000219","ALTAVISTA ELEM","VA","Unknown","0"
"2018","510060000219","ALTAVISTA ELEM","VA","Female","232"
"2018","510060000219","ALTAVISTA ELEM","VA","Male","273"
"2018","510060000220","ALTAVISTA HIGH","VA","Total","657"
"2018","510060000220","ALTAVISTA HIGH","VA","Unknown","0"
"2018","510060000220","ALTAVISTA HIGH","VA","Female","315"
"2018","510060000220","ALTAVISTA HIGH","VA","Male","342"
"2018","510007802353","ALTERN ED PRGM/BEHAV DISORD YOUTH/MONTGOMERY","VA","Total","0"
"2018","510007802353","ALTERN ED PRGM/BEHAV DISORD YOUTH/MONTGOMERY","VA","Unknown","0"
"2018","510007802353","ALTERN ED PRGM/BEHAV DISORD YOUTH/MONTGOMERY","VA","Female","0"
"2018","510007802353","ALTERN ED PRGM/BEHAV DISORD YOUTH/MONTGOMERY","VA","Male","0"
"2018","510171002439","ALTERNATIVE EDUCATION CENTER","VA","Total","0"
"2018","510171002439","ALTERNATIVE EDUCATION CENTER","VA","Unknown","0"
"2018","510171002439","ALTERNATIVE EDUCATION CENTER","VA","Female","0"
"2018","510171002439","ALTERNATIVE EDUCATION CENTER","VA","Male","0"
"2018","510246002453","ALTERNATIVE EDUCATION CENTER","VA","Total","0"
"2018","510246002453","ALTERNATIVE EDUCATION CENTER","VA","Unknown","0"
"2018","510246002453","ALTERNATIVE EDUCATION CENTER","VA","Female","0"
"2018","510246002453","ALTERNATIVE EDUCATION CENTER","VA","Male","0"
"2018","510132002186","ALTERNATIVE EDUCATION CTR.","VA","Total","0"
"2018","510132002186","ALTERNATIVE EDUCATION CTR.","VA","Unknown","0"
"2018","510132002186","ALTERNATIVE EDUCATION CTR.","VA","Female","0"
"2018","510132002186","ALTERNATIVE EDUCATION CTR.","VA","Male","0"
"2018","510018000062","AMELIA COUNTY ELEM","VA","Total","694"
"2018","510018000062","AMELIA COUNTY ELEM","VA","Unknown","0"
"2018","510018000062","AMELIA COUNTY ELEM","VA","Female","342"
"2018","510018000062","AMELIA COUNTY ELEM","VA","Male","352"
"2018","510018001828","AMELIA COUNTY HIGH","VA","Total","527"
"2018","510018001828","AMELIA COUNTY HIGH","VA","Unknown","0"
"2018","510018001828","AMELIA COUNTY HIGH","VA","Female","247"
"2018","510018001828","AMELIA COUNTY HIGH","VA","Male","280"
"2018","510018000063","AMELIA COUNTY MIDDLE","VA","Total","540"
"2018","510018000063","AMELIA COUNTY MIDDLE","VA","Unknown","0"
"2018","510018000063","AMELIA COUNTY MIDDLE","VA","Female","280"
"2018","510018000063","AMELIA COUNTY MIDDLE","VA","Male","260"
"2018","510324001352","AMELIA STREET SP. ED.","VA","Total","37"
"2018","510324001352","AMELIA STREET SP. ED.","VA","Unknown","0"
"2018","510324001352","AMELIA STREET SP. ED.","VA","Female","10"
"2018","510324001352","AMELIA STREET SP. ED.","VA","Male","27"
"2018","510001302026","AMELIA-NOTTOWAY VOC CTR","VA","Total","0"
"2018","510001302026","AMELIA-NOTTOWAY VOC CTR","VA","Unknown","0"
"2018","510001302026","AMELIA-NOTTOWAY VOC CTR","VA","Female","0"
"2018","510001302026","AMELIA-NOTTOWAY VOC CTR","VA","Male","0"
"2018","510021000064","AMELON ELEM","VA","Total","444"
"2018","510021000064","AMELON ELEM","VA","Unknown","0"
"2018","510021000064","AMELON ELEM","VA","Female","208"
"2018","510021000064","AMELON ELEM","VA","Male","236"
"2018","510021000065","AMHERST COUNTY HIGH","VA","Total","1157"
"2018","510021000065","AMHERST COUNTY HIGH","VA","Unknown","0"
"2018","510021000065","AMHERST COUNTY HIGH","VA","Female","554"
"2018","510021000065","AMHERST COUNTY HIGH","VA","Male","603"
"2018","510021000067","AMHERST ELEM","VA","Total","283"
"2018","510021000067","AMHERST ELEM","VA","Unknown","0"
"2018","510021000067","AMHERST ELEM","VA","Female","148"
"2018","510021000067","AMHERST ELEM","VA","Male","135"
"2018","510021000066","AMHERST MIDDLE","VA","Total","372"
"2018","510021000066","AMHERST MIDDLE","VA","Unknown","0"
"2018","510021000066","AMHERST MIDDLE","VA","Female","176"
"2018","510021000066","AMHERST MIDDLE","VA","Male","196"
"2018","510366001978","ANDREW G. WRIGHT MIDDLE","VA","Total","900"
"2018","510366001978","ANDREW G. WRIGHT MIDDLE","VA","Unknown","0"
"2018","510366001978","ANDREW G. WRIGHT MIDDLE","VA","Female","424"
"2018","510366001978","ANDREW G. WRIGHT MIDDLE","VA","Male","476"
"2018","510346002045","ANDREW LEWIS MIDDLE","VA","Total","942"
"2018","510346002045","ANDREW LEWIS MIDDLE","VA","Unknown","0"
"2018","510346002045","ANDREW LEWIS MIDDLE","VA","Female","447"
"2018","510346002045","ANDREW LEWIS MIDDLE","VA","Male","495"
"2018","510126000423","ANNANDALE HIGH","VA","Total","2240"
"2018","510126000423","ANNANDALE HIGH","VA","Unknown","0"
"2018","510126000423","ANNANDALE HIGH","VA","Female","1033"
"2018","510126000423","ANNANDALE HIGH","VA","Male","1207"
"2018","510126000424","ANNANDALE TERRACE ELEM","VA","Total","652"
"2018","510126000424","ANNANDALE TERRACE ELEM","VA","Unknown","0"
"2018","510126000424","ANNANDALE TERRACE ELEM","VA","Female","330"
"2018","510126000424","ANNANDALE TERRACE ELEM","VA","Male","322"
"2018","510366001594","ANNE E. MONCURE ELEM","VA","Total","847"
"2018","510366001594","ANNE E. MONCURE ELEM","VA","Unknown","0"
"2018","510366001594","ANNE E. MONCURE ELEM","VA","Female","425"
"2018","510366001594","ANNE E. MONCURE ELEM","VA","Male","422"
"2018","510366002601","ANTHONY BURNS ELEM","VA","Total","841"
"2018","510366002601","ANTHONY BURNS ELEM","VA","Unknown","0"
"2018","510366002601","ANTHONY BURNS ELEM","VA","Female","386"
"2018","510366002601","ANTHONY BURNS ELEM","VA","Male","455"
"2018","510313002199","ANTIETAM ELEM","VA","Total","660"
"2018","510313002199","ANTIETAM ELEM","VA","Unknown","0"
"2018","510313002199","ANTIETAM ELEM","VA","Female","335"
"2018","510313002199","ANTIETAM ELEM","VA","Male","325"
"2018","510147000646","APPLE PIE RIDGE ELEM","VA","Total","456"
"2018","510147000646","APPLE PIE RIDGE ELEM","VA","Unknown","0"
"2018","510147000646","APPLE PIE RIDGE ELEM","VA","Female","222"
"2018","510147000646","APPLE PIE RIDGE ELEM","VA","Male","234"
"2018","510024000076","APPOMATTOX COUNTY HIGH","VA","Total","689"
"2018","510024000076","APPOMATTOX COUNTY HIGH","VA","Unknown","0"
"2018","510024000076","APPOMATTOX COUNTY HIGH","VA","Female","342"
"2018","510024000076","APPOMATTOX COUNTY HIGH","VA","Male","347"
"2018","510024000077","APPOMATTOX ELEM","VA","Total","509"
"2018","510024000077","APPOMATTOX ELEM","VA","Unknown","0"
"2018","510024000077","APPOMATTOX ELEM","VA","Female","261"
"2018","510024000077","APPOMATTOX ELEM","VA","Male","248"
"2018","510024000078","APPOMATTOX MIDDLE","VA","Total","469"
"2018","510024000078","APPOMATTOX MIDDLE","VA","Unknown","0"
"2018","510024000078","APPOMATTOX MIDDLE","VA","Female","233"
"2018","510024000078","APPOMATTOX MIDDLE","VA","Male","236"
"2018","510024000079","APPOMATTOX PRIMARY","VA","Total","554"
"2018","510024000079","APPOMATTOX PRIMARY","VA","Unknown","0"
"2018","510024000079","APPOMATTOX PRIMARY","VA","Female","247"
"2018","510024000079","APPOMATTOX PRIMARY","VA","Male","307"
"2018","510003201932","APPOMATTOX REGIONAL GOV. SCH.","VA","Total","0"
"2018","510003201932","APPOMATTOX REGIONAL GOV. SCH.","VA","Unknown","0"
"2018","510003201932","APPOMATTOX REGIONAL GOV. SCH.","VA","Female","0"
"2018","510003201932","APPOMATTOX REGIONAL GOV. SCH.","VA","Male","0"
"2018","510006002028","ARCADIA HIGH","VA","Total","656"
"2018","510006002028","ARCADIA HIGH","VA","Unknown","0"
"2018","510006002028","ARCADIA HIGH","VA","Female","309"
"2018","510006002028","ARCADIA HIGH","VA","Male","347"
"2018","510006002434","ARCADIA MIDDLE","VA","Total","535"
"2018","510006002434","ARCADIA MIDDLE","VA","Unknown","0"
"2018","510006002434","ARCADIA MIDDLE","VA","Female","254"
"2018","510006002434","ARCADIA MIDDLE","VA","Male","281"
"2018","510225002762","ARCOLA ELEM","VA","Total","919"
"2018","510225002762","ARCOLA ELEM","VA","Unknown","0"
"2018","510225002762","ARCOLA ELEM","VA","Female","441"
"2018","510225002762","ARCOLA ELEM","VA","Male","478"
"2018","510027002875","ARLINGTON COMMUNITY HIGH","VA","Total","157"
"2018","510027002875","ARLINGTON COMMUNITY HIGH","VA","Unknown","0"
"2018","510027002875","ARLINGTON COMMUNITY HIGH","VA","Female","68"
"2018","510027002875","ARLINGTON COMMUNITY HIGH","VA","Male","89"
"2018","510027001067","ARLINGTON SCIENCE FOCUS","VA","Total","682"
"2018","510027001067","ARLINGTON SCIENCE FOCUS","VA","Unknown","0"
"2018","510027001067","ARLINGTON SCIENCE FOCUS","VA","Female","345"
"2018","510027001067","ARLINGTON SCIENCE FOCUS","VA","Male","337"
"2018","510027000104","ARLINGTON TRADITIONAL","VA","Total","560"
"2018","510027000104","ARLINGTON TRADITIONAL","VA","Unknown","0"
"2018","510027000104","ARLINGTON TRADITIONAL","VA","Female","278"
"2018","510027000104","ARLINGTON TRADITIONAL","VA","Male","282"
"2018","510147000091","ARMEL ELEM","VA","Total","635"
"2018","510147000091","ARMEL ELEM","VA","Unknown","0"
"2018","510147000091","ARMEL ELEM","VA","Female","292"
"2018","510147000091","ARMEL ELEM","VA","Male","343"
"2018","510126002058","ARMSTRONG ELEM","VA","Total","431"
"2018","510126002058","ARMSTRONG ELEM","VA","Unknown","0"
"2018","510126002058","ARMSTRONG ELEM","VA","Female","186"
"2018","510126002058","ARMSTRONG ELEM","VA","Male","245"
"2018","510180000728","ARMSTRONG ELEM","VA","Total","315"
"2018","510180000728","ARMSTRONG ELEM","VA","Unknown","0"
"2018","510180000728","ARMSTRONG ELEM","VA","Female","160"
"2018","510180000728","ARMSTRONG ELEM","VA","Male","155"
"2018","510324002082","ARMSTRONG HIGH","VA","Total","836"
"2018","510324002082","ARMSTRONG HIGH","VA","Unknown","0"
"2018","510324002082","ARMSTRONG HIGH","VA","Female","444"
"2018","510324002082","ARMSTRONG HIGH","VA","Male","392"
"2018","510384001673","ARROWHEAD ELEM","VA","Total","536"
"2018","510384001673","ARROWHEAD ELEM","VA","Unknown","0"
"2018","510384001673","ARROWHEAD ELEM","VA","Female","261"
"2018","510384001673","ARROWHEAD ELEM","VA","Male","275"
"2018","510189000869","ARTHUR ASHE JR. ELEM","VA","Total","493"
"2018","510189000869","ARTHUR ASHE JR. ELEM","VA","Unknown","0"
"2018","510189000869","ARTHUR ASHE JR. ELEM","VA","Female","216"
"2018","510189000869","ARTHUR ASHE JR. ELEM","VA","Male","277"
"2018","510225000134","ASHBURN ELEM","VA","Total","594"
"2018","510225000134","ASHBURN ELEM","VA","Unknown","0"
"2018","510225000134","ASHBURN ELEM","VA","Female","289"
"2018","510225000134","ASHBURN ELEM","VA","Male","305"
"2018","510351001542","ASHBY LEE ELEM","VA","Total","636"
"2018","510351001542","ASHBY LEE ELEM","VA","Unknown","0"
"2018","510351001542","ASHBY LEE ELEM","VA","Female","311"
"2018","510351001542","ASHBY LEE ELEM","VA","Male","325"
"2018","510313002302","ASHLAND ELEM","VA","Total","842"
"2018","510313002302","ASHLAND ELEM","VA","Unknown","0"
"2018","510313002302","ASHLAND ELEM","VA","Female","403"
"2018","510313002302","ASHLAND ELEM","VA","Male","439"
"2018","510027000082","ASHLAWN ELEM","VA","Total","772"
"2018","510027000082","ASHLAWN ELEM","VA","Unknown","0"
"2018","510027000082","ASHLAWN ELEM","VA","Female","364"
"2018","510027000082","ASHLAWN ELEM","VA","Male","408"
"2018","510324003020","ASPIRE ACADEMY","VA","Total","0"
"2018","510324003020","ASPIRE ACADEMY","VA","Unknown","0"
"2018","510324003020","ASPIRE ACADEMY","VA","Female","0"
"2018","510324003020","ASPIRE ACADEMY","VA","Male","0"
"2018","510352001556","ATKINS ELEM","VA","Total","191"
"2018","510352001556","ATKINS ELEM","VA","Unknown","0"
"2018","510352001556","ATKINS ELEM","VA","Female","91"
"2018","510352001556","ATKINS ELEM","VA","Male","100"
"2018","510183000114","ATLEE HIGH","VA","Total","1615"
"2018","510183000114","ATLEE HIGH","VA","Unknown","0"
"2018","510183000114","ATLEE HIGH","VA","Female","775"
"2018","510183000114","ATLEE HIGH","VA","Male","840"
"2018","510252001859","AUBURN ELEM","VA","Total","572"
"2018","510252001859","AUBURN ELEM","VA","Unknown","0"
"2018","510252001859","AUBURN ELEM","VA","Female","251"
"2018","510252001859","AUBURN ELEM","VA","Male","321"
"2018","510252001013","AUBURN HIGH","VA","Total","414"
"2018","510252001013","AUBURN HIGH","VA","Unknown","0"
"2018","510252001013","AUBURN HIGH","VA","Female","200"
"2018","510252001013","AUBURN HIGH","VA","Male","214"
"2018","510132002409","AUBURN MIDDLE","VA","Total","558"
"2018","510132002409","AUBURN MIDDLE","VA","Unknown","0"
"2018","510132002409","AUBURN MIDDLE","VA","Female","273"
"2018","510132002409","AUBURN MIDDLE","VA","Male","285"
"2018","510252001916","AUBURN MIDDLE","VA","Total","279"
"2018","510252001916","AUBURN MIDDLE","VA","Unknown","0"
"2018","510252001916","AUBURN MIDDLE","VA","Female","123"
"2018","510252001916","AUBURN MIDDLE","VA","Male","156"
"2018","510192002839","AXTON ELEM","VA","Total","450"
"2018","510192002839","AXTON ELEM","VA","Unknown","0"
"2018","510192002839","AXTON ELEM","VA","Female","196"
"2018","510192002839","AXTON ELEM","VA","Male","254"
"2018","510267001078","AZALEA MIDDLE","VA","Total","902"
"2018","510267001078","AZALEA MIDDLE","VA","Unknown","0"
"2018","510267001078","AZALEA MIDDLE","VA","Female","421"
"2018","510267001078","AZALEA MIDDLE","VA","Male","481"
"2018","510081000280","B M WILLIAMS PRIMARY","VA","Total","888"
"2018","510081000280","B M WILLIAMS PRIMARY","VA","Unknown","0"
"2018","510081000280","B M WILLIAMS PRIMARY","VA","Female","427"
"2018","510081000280","B M WILLIAMS PRIMARY","VA","Male","461"
"2018","510264001040","B.C. CHARLES ELEM","VA","Total","462"
"2018","510264001040","B.C. CHARLES ELEM","VA","Unknown","0"
"2018","510264001040","B.C. CHARLES ELEM","VA","Female","215"
"2018","510264001040","B.C. CHARLES ELEM","VA","Male","247"
"2018","510264001041","B.T. WASHINGTON MIDDLE","VA","Total","443"
"2018","510264001041","B.T. WASHINGTON MIDDLE","VA","Unknown","0"
"2018","510264001041","B.T. WASHINGTON MIDDLE","VA","Female","243"
"2018","510264001041","B.T. WASHINGTON MIDDLE","VA","Male","200"
"2018","510333001442","BACK CREEK ELEM","VA","Total","303"
"2018","510333001442","BACK CREEK ELEM","VA","Unknown","0"
"2018","510333001442","BACK CREEK ELEM","VA","Female","147"
