year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,school_status,lowest_grade_offered,highest_grade_offered,enrollment,title_i_status,title_i_eligible,title_i_schoolwide,magnet,shared_time,virtual,lunch_program,teachers_fte,school_id,seasch,city_location,zip_location,latitude,longitude,urban_centric_locale,congress_district_id,state_leg_district_lower,state_leg_district_upper,free_lunch,reduced_price_lunch,free_or_reduced_price_lunch,direct_certification
"2018","450072000046","Aiken High","SC","Aiken 01","High","Regular school","No","Open","9","12","1345","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Supplemental virtual","Yes participating without using any Provision or the CEP","83","00046","0201-002","Aiken","29801","33.577682","-81.713103","Suburb, large","4502","45082","45026","680","62","742","525"
"2018","450072000073","Aiken Middle","SC","Aiken 01","Middle","Regular school","No","Open","6","8","478","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","Supplemental virtual","Yes participating without using any Provision or the CEP","30","00073","0201-057","Aiken","29801","33.578298","-81.692359","Suburb, large","4502","45082","45024","358","23","381","276"
"2018","450072001708","Aiken Scholars Academy","SC","Aiken 01","High","Regular school","No","New","9","12","50","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Supplemental virtual","Yes participating without using any Provision or the CEP","4","01708","0201-061","Aiken","29801","33.572723","-81.767604","Suburb, large","4502","45081","45025","9","4","13","3"
"2018","450273000741","Airport High","SC","Lexington 02","High","Regular school","No","Open","9","12","1355","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Supplemental virtual","Yes participating without using any Provision or the CEP","79","00741","3202-009","West Columbia","29170","33.950587","-81.103979","Suburb, large","4502","45089","45023","736","79","815","499"
"2018","450336001295","Alcorn Middle","SC","Richland 01","Middle","Regular school","No","Open","6","8","375","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","Supplemental virtual","Yes under the Community Eligibility Provision (CEP)","31","01295","4001-019","Columbia","29203","34.054263","-81.029411","City, midsize","4506","45073","45019","375","","375","309"
"2018","450231000488","Alexander Elementary","SC","Greenville 01","Primary","Regular school","No","Open","Pre-K","5","421","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","34","00488","2301-028","Greenville","29611","34.856413","-82.439611","Suburb, large","4504","45010","45007","421","","421","277"
"2018","450213001625","Alfred Rush Academy","SC","Florence 01","Prekindergarten","Regular school","No","Open","Pre-K","Pre-K","59","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","19","01625","2101-802","Quinby","29506","34.23002","-79.730563","Rural, fringe","4507","45059","45030","48","1","49","56"
"2018","450390201057","Alice Drive Elementary","SC","Sumter 01","Primary","Regular school","No","Open","Pre-K","5","826","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","43","01057","4301-026","Sumter","29150","33.932245","-80.37987","City, small","4505","45051","45035","826","","826","350"
"2018","450390201063","Alice Drive Middle","SC","Sumter 01","Middle","Regular school","No","Open","6","8","1010","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Supplemental virtual","Yes under the Community Eligibility Provision (CEP)","48","01063","4301-021","Sumter","29150","33.932465","-80.377636","City, small","4505","45051","45035","1010","","1010","419"
"2018","450075001184","Allendale Elementary","SC","Allendale 01","Primary","Regular school","No","Open","3","5","250","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","Supplemental virtual","Yes under the Community Eligibility Provision (CEP)","17","01184","0301-004","Fairfax","29827","32.982458","-81.272828","Rural, fringe","4506","45091","45045","250","","250","247"
"2018","450075000064","Allendale Fairfax High","SC","Allendale 01","High","Regular school","No","Open","9","12","296","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","Supplemental virtual","Yes under the Community Eligibility Provision (CEP)","28","00064","0301-001","Fairfax","29827","32.988798","-81.282398","Rural, fringe","4506","45091","45045","296","","296","193"
"2018","450075001415","Allendale-Fairfax Middle","SC","Allendale 01","Middle","Regular school","No","Open","6","8","240","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","Supplemental virtual","Yes under the Community Eligibility Provision (CEP)","17","01415","0301-008","Fairfax","29827","32.988798","-81.282398","Rural, fringe","4506","45091","45045","240","","240","93"
"2018","450150000269","Alma Elementary","SC","Cherokee 01","Primary","Regular school","No","Open","Pre-K","5","234","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","19","00269","1101-005","Gaffney","29340","35.081609","-81.610066","Rural, fringe","4505","45030","45014","234","","234","139"
"2018","450201000403","Alston Middle","SC","Dorchester 02","Middle","Regular school","No","Open","6","8","777","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Supplemental virtual","Yes participating without using any Provision or the CEP","52","00403","1802-011","Summerville","29483","33.03173","-80.182591","Suburb, large","4501","45113","45044","387","36","423","302"
"2018","450201001674","Alston-Bailey Elementary","SC","Dorchester 02","Primary","Regular school","No","Open","Pre-K","5","812","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","52","01674","1802-031","Summerville","29483","33.03281","-80.18495","Suburb, large","4501","45113","45044","457","63","520","353"
"2018","450333000881","Ambler Elementary","SC","Pickens 01","Primary","Regular school","No","Open","Pre-K","5","363","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","20","00881","3901-033","Pickens","29671","34.957231","-82.664866","Rural, fringe","4503","45004","45002","139","33","172","140"
"2018","450090001594","Anderson  Five Career Campus","SC","Anderson 05","High","Vocational school","No","Open","9","12","0","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","Yes","Supplemental virtual","Yes participating without using any Provision or the CEP","24","01594","0405-995","Anderson","29624","34.494473","-82.645751","City, small","4503","45009","45004","0","0","0","3"
"2018","450363000349","Anderson Mill Elementary","SC","Spartanburg 06","Primary","Regular school","No","Open","Pre-K","5","637","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","45","00349","4206-088","Moore","29369","34.883493","-82.003639","Suburb, midsize","4504","45034","45012","233","37","270","153"
"2018","450258000688","Andrew Jackson High","SC","Lancaster 01","High","Regular school","No","Open","9","12","619","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Supplemental virtual","Yes participating without using any Provision or the CEP","42","00688","2901-007","Kershaw","29067","34.573603","-80.612038","Rural, distant","4505","45044","45027","212","36","248","162"
"2018","450258000685","Andrew Jackson Middle","SC","Lancaster 01","Middle","Regular school","No","Open","6","8","499","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Supplemental virtual","Yes participating without using any Provision or the CEP","31","00685","2901-027","Kershaw","29067","34.57317","-80.614901","Rural, distant","4505","45044","45027","207","34","241","136"
"2018","450228000469","Andrews Elementary","SC","Georgetown 01","Primary","Regular school","No","Open","Pre-K","5","804","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","60","00469","2201-008","Andrews","29510","33.462479","-79.569074","Rural, fringe","4507","45103","45032","804","","804","517"
"2018","450228000482","Andrews High","SC","Georgetown 01","High","Regular school","No","Open","9","12","589","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","Supplemental virtual","Yes under the Community Eligibility Provision (CEP)","41","00482","2201-001","Andrews","29510","33.459743","-79.572268","Rural, fringe","4507","45103","45032","589","","589","261"
"2018","450144000231","Angel Oak Elementary","SC","Charleston 01","Primary","Regular school","No","Open","Pre-K","5","517","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","35","00231","1001-083","Johns Island","29455","32.723376","-80.102822","City, midsize","4501","45116","45045","517","","517","199"
"2018","450336000913","Annie Burnside Elementary","SC","Richland 01","Primary","Regular school","No","Open","Pre-K","5","359","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","23","00913","4001-027","Columbia","29209","33.969495","-80.936479","City, midsize","4506","45070","45021","359","","359","260"
"2018","450387001151","Applied Technology Center","SC","York 03","High","Vocational school","No","Open","9","12","0","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","Yes","Supplemental virtual","Yes participating without using any Provision or the CEP","24","01151","4603-995","Rock Hill","29732","34.947735","-81.080019","City, small","4505","45046","45015","0","0","0","3"
"2018","450255000669","Applied Technology Education Campus","SC","Kershaw 01","High","Vocational school","No","Open","9","12","0","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","Yes","Supplemental virtual","Yes participating without using any Provision or the CEP","18","00669","2801-995","Camden","29020","34.291004","-80.560038","Rural, fringe","4505","45052","45027","0","0","0","3"
"2018","450363001024","Arcadia Elementary","SC","Spartanburg 06","Primary","Regular school","No","Open","Pre-K","5","717","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","52","01024","4206-057","Spartanburg","29301","34.964365","-81.991016","Suburb, midsize","4504","45031","45011","425","","425","162"
"2018","450336000907","Arden Elementary","SC","Richland 01","Primary","Regular school","No","Open","Pre-K","5","282","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","24","00907","4001-020","Columbia","29203","34.049868","-81.021742","City, midsize","4506","45073","45019","282","","282","258"
"2018","450231000490","Armstrong Elementary","SC","Greenville 01","Primary","Regular school","No","Open","Pre-K","5","411","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","32","00490","2301-031","Greenville","29617","34.904533","-82.463129","Rural, fringe","4504","45019","45006","411","","411","223"
"2018","450201001508","Ashley Ridge High","SC","Dorchester 02","High","Regular school","No","Open","9","12","2308","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Supplemental virtual","Yes participating without using any Provision or the CEP","125","01508","1802-027","Summerville","29485","32.925229","-80.233281","Rural, fringe","4501","45114","45038","606","110","716","400"
"2018","450144001363","Ashley River Creative Arts Elementary","SC","Charleston 01","Primary","Regular school","No","Open","Kindergarten","5","615","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","Yes","No","No","Yes participating without using any Provision or the CEP","39","01363","1001-091","Charleston","29407","32.800759","-80.022371","City, midsize","4501","45119","45042","58","28","86","43"
"2018","450231000492","Augusta Circle Elementary","SC","Greenville 01","Primary","Regular school","No","Open","Kindergarten","5","572","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","32","00492","2301-034","Greenville","29605","34.820603","-82.394345","City, small","4504","45024","45008","36","4","40","44"
"2018","450249000614","Aynor Elementary","SC","Horry 01","Primary","Regular school","No","Open","Pre-K","5","846","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","54","00614","2601-014","Aynor","29511","33.985268","-79.21073","Rural, distant","4507","45058","45030","421","47","468","244"
"2018","450249000645","Aynor High","SC","Horry 01","High","Regular school","No","Open","9","12","837","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Supplemental virtual","Yes participating without using any Provision or the CEP","51","00645","2601-001","Aynor","29511","33.99097","-79.203645","Rural, distant","4507","45058","45030","291","43","334","140"
"2018","450249000872","Aynor Middle","SC","Horry 01","Middle","Regular school","No","Open","6","8","718","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Supplemental virtual","Yes participating without using any Provision or the CEP","46","00872","2601-057","Galivants Ferry","29544","33.99834","-79.219581","Rural, distant","4507","45058","45030","316","37","353","217"
"2018","450150000278","B. D. Lee Elementary","SC","Cherokee 01","Primary","Regular school","No","Open","Pre-K","5","411","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","28","00278","1101-015","Gaffney","29341","35.077335","-81.661669","Town, fringe","4505","45029","45014","411","","411","181"
"2018","450282000776","Ballentine Elementary","SC","Lexington 05","Primary","Regular school","No","Open","Kindergarten","5","611","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","44","00776","3205-055","Irmo","29063","34.129071","-81.235469","Suburb, large","4502","45071","45020","93","19","112","73"
"2018","450093000119","Bamberg-Ehrhardt High","SC","Bamberg 01","High","Regular school","No","Open","9","12","384","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Supplemental virtual","Yes under the Community Eligibility Provision (CEP)","29","00119","0501-001","Bamberg","29003","33.304485","-81.027817","Town, distant","4506","45090","45040","384","","384","164"
"2018","450093000120","Bamberg-Ehrhardt Middle","SC","Bamberg 01","Middle","Regular school","No","Open","7","8","199","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Supplemental virtual","Yes under the Community Eligibility Provision (CEP)","16","00120","0501-002","Bamberg","29003","33.30224","-81.030698","Town, distant","4506","45090","45040","199","","199","119"
"2018","450390001564","Banks Trail Middle","SC","York 04","Middle","Regular school","No","Open","6","8","897","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Supplemental virtual","Yes participating without using any Provision or the CEP","52","01564","4604-057","Fort Mill","29715","34.985626","-80.944873","Suburb, large","4505","45045","45015","139","42","181","93"
"2018","450144000250","Baptist Hill High","SC","Charleston 01","High","Regular school","No","Open","6","12","520","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","Supplemental virtual","Yes under the Community Eligibility Provision (CEP)","45","00250","1001-001","Hollywood","29449","32.727957","-80.261947","Rural, distant","4506","45116","45045","520","","520","310"
"2018","450098000127","Barnwell County Career Center","SC","Barnwell 80","High","Vocational school","No","Open","9","12","0","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","Yes","Supplemental virtual","Yes participating without using any Provision or the CEP","13","00127","0680-995","Blackville","29817","33.317294","-81.344116","Rural, distant","4502","45091","45040","0","0","0","3"
"2018","450108001163","Barnwell Elementary","SC","Barnwell 45","Middle","Regular school","No","Open","4","6","512","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","Supplemental virtual","Yes under the Community Eligibility Provision (CEP)","29","01163","0645-012","Barnwell","29812","33.254828","-81.354862","Town, distant","4502","45091","45040","512","","512","265"
"2018","450108000132","Barnwell High","SC","Barnwell 45","High","Regular school","No","Open","9","12","625","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Supplemental virtual","Yes under the Community Eligibility Provision (CEP)","43","00132","0645-009","Barnwell","29812","33.228499","-81.359182","Town, distant","4502","45091","45040","625","","625","267"
"2018","450108000130","Barnwell Primary","SC","Barnwell 45","Primary","Regular school","No","Open","Pre-K","3","738","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","52","00130","0645-011","Barnwell","29812","33.239554","-81.35583","Town, distant","4502","45091","45040","738","","738","438"
"2018","450255000654","Baron Dekalb Elementary","SC","Kershaw 01","Primary","Regular school","No","Open","Pre-K","5","220","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","14","00654","2801-010","Camden","29020","34.406325","-80.688996","Rural, distant","4505","45052","45027","125","10","135","98"
"2018","450390201064","Bates Middle","SC","Sumter 01","Middle","Regular school","No","Open","6","8","690","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Supplemental virtual","Yes under the Community Eligibility Provision (CEP)","44","01064","4301-022","Sumter","29150","33.900684","-80.350401","City, small","4506","45051","45036","690","","690","376"
"2018","450276000744","Batesburg-Leesville Elementary","SC","Lexington 03","Primary","Regular school","No","Open","3","5","462","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","34","00744","3203-028","Batesburg-Leesville","29070","33.906053","-81.513062","Rural, fringe","4502","45039","45023","297","31","328","246"
"2018","450276000748","Batesburg-Leesville High","SC","Lexington 03","High","Regular school","No","Open","9","12","559","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Supplemental virtual","Yes participating without using any Provision or the CEP","44","00748","3203-026","Batesburg-Leesville","29006","33.923084","-81.534501","Rural, fringe","4502","45039","45023","303","54","357","214"
"2018","450276001274","Batesburg-Leesville Middle","SC","Lexington 03","Middle","Regular school","No","Open","6","8","437","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Supplemental virtual","Yes participating without using any Provision or the CEP","30","01274","3203-029","Batesburg-Leesville","29006","33.90326","-81.514438","Rural, fringe","4502","45039","45023","250","36","286","195"
"2018","450276000745","Batesburg-Leesville Primary","SC","Lexington 03","Primary","Regular school","No","Open","Pre-K","2","615","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","41","00745","3203-030","Batesburg-Leesville","29006","33.930408","-81.536865","Rural, fringe","4502","45039","45023","375","41","416","336"
"2018","450111000149","Battery Creek High","SC","Beaufort 01","High","Regular school","No","Open","9","12","752","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","Yes","No","Supplemental virtual","Yes participating without using any Provision or the CEP","65","00149","0701-004","Beaufort","29906","32.433267","-80.746927","Town, distant","4501","45121","45045","366","53","419","314"
"2018","450111000135","Beaufort Elementary","SC","Beaufort 01","Primary","Regular school","No","Open","Pre-K","5","483","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","Yes","No","No","Yes under the Community Eligibility Provision (CEP)","49","00135","0701-008","Beaufort","29902","32.434149","-80.682526","Town, distant","4501","45124","45046","483","","483","231"
"2018","450111000147","Beaufort High","SC","Beaufort 01","High","Regular school","No","Open","9","12","1338","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","Yes","No","Supplemental virtual","Yes participating without using any Provision or the CEP","85","00147","0701-002","Beaufort","29907","32.415663","-80.660522","Town, distant","4501","45124","45043","508","69","577","318"
"2018","450111000547","Beaufort Middle","SC","Beaufort 01","Middle","Regular school","No","Open","6","8","486","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","Yes","No","Supplemental virtual","Yes participating without using any Provision or the CEP","34","00547","0701-028","Beaufort","29902","32.401927","-80.691416","Town, distant","4501","45124","45043","249","38","287","183"
"2018","450110000152","Beaufort-Jasper Academy for Career Excellence","SC","Beaufort 80","High","Vocational school","No","Open","10","12","0","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","Yes","Supplemental virtual","Yes participating without using any Provision or the CEP","17","00152","0780-995","Ridgeland","29936","32.35341","-80.921671","Rural, fringe","4506","45120","45046","0","0","0","3"
"2018","450231001240","Beck Academy","SC","Greenville 01","Middle","Regular school","No","Open","6","8","958","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","Yes","No","Supplemental virtual","Yes participating without using any Provision or the CEP","57","01240","2301-029","Greenville","29607","34.837857","-82.322037","City, small","4504","45022","45008","304","50","354","222"
"2018","450201000008","Beech Hill Elementary","SC","Dorchester 02","Primary","Regular school","No","Open","Pre-K","5","939","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","56","00008","1802-021","Summerville","29485","32.950174","-80.227351","Rural, fringe","4501","45114","45038","156","28","184","127"
"2018","450360000209","Beech Springs Intermediate","SC","Spartanburg 05","Middle","Regular school","No","Open","5","6","670","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","Supplemental virtual","Yes participating without using any Provision or the CEP","48","00209","4205-089","Duncan","29334","34.925219","-82.13062","Suburb, midsize","4504","45036","45012","309","76","385","192"
"2018","450144001438","Belle Hall Elementary","SC","Charleston 01","Primary","Regular school","No","Open","Pre-K","5","724","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","43","01438","1001-096","Mt. Pleasant","29464","32.847265","-79.855779","Suburb, large","4501","45110","45037","64","13","77","57"
"2018","450387001131","Belleview Elementary","SC","York 03","Primary","Regular school","No","Open","Pre-K","5","487","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","39","01131","4603-020","Rock Hill","29730","34.919965","-81.003243","City, small","4505","45046","45015","329","35","364","232"
"2018","450231000740","Bells Crossing Elementary","SC","Greenville 01","Primary","Regular school","No","Open","Kindergarten","5","1024","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","57","00740","2301-112","Simpsonville","29681","34.77857","-82.214349","Suburb, midsize","4504","45016","45013","146","50","196","100"
"2018","450183000332","Bells Elementary","SC","Colleton 01","Primary","Regular school","No","Open","Pre-K","5","330","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","21","00332","1501-006","Ruffin","29475","32.980369","-80.850986","Rural, distant","4506","45090","45040","330","","330","238"
